Instrument,Current Weight,Target Weight,Change (Buy/Sell)
Superior Technologies,0.0,3.878522689704658e-05,3.878522689704658e-05
Innovative Manufacturing,0.0,0.002097552981667852,0.002097552981667852
Global Systems,0.0,0.000395372934066918,0.000395372934066918
Elite Industries,0.0,0.0034290792709858273,0.0034290792709858273
Global Group,0.0,0.00015869772914923848,0.00015869772914923848
Prime Technologies,0.0,0.0005762097606689771,0.0005762097606689771
Innovative Partners,0.0,0.003652635719273046,0.003652635719273046
Dynamic Technologies,0.0,0.00231634793857273,0.00231634793857273
Superior Partners,0.0,2.417525967858844e-05,2.417525967858844e-05
Prime Supply Co,0.0,0.0006828265011896692,0.0006828265011896692
Superior Manufacturing,0.0,0.001331702098325374,0.001331702098325374
Strategic Partners,0.0,0.00032938175142505885,0.00032938175142505885
Premier Systems,0.0,0.008145093365376468,0.008145093365376468
Premier Systems,0.0,0.0003983427269615232,0.0003983427269615232
Elite Manufacturing,0.0,0.0003396801262470677,0.0003396801262470677
Dynamic Systems,0.0,0.0003472574577519776,0.0003472574577519776
Global Corp,0.0,0.0001844904105824749,0.0001844904105824749
Dynamic Systems,0.0,0.0003006569684150266,0.0003006569684150266
Superior Corp,0.0,0.0001442650616063822,0.0001442650616063822
Alpha Corp,0.0,0.0002756549714861075,0.0002756549714861075
Prime Systems,0.0,0.00041137055897415005,0.00041137055897415005
Premier Corp,0.0,0.00046049825561561244,0.00046049825561561244
Premier Corp,0.0,7.450663901576489e-06,7.450663901576489e-06
Elite Industries,0.0,0.001083951467939076,0.001083951467939076
Global Technologies,0.0,8.310246226760586e-06,8.310246226760586e-06
Alpha Corp,0.0,5.6782497827304593e-05,5.6782497827304593e-05
Superior Systems,0.0,0.0002741652096591786,0.0002741652096591786
Dynamic Corp,0.0,1.7253623902300512e-05,1.7253623902300512e-05
Elite Supply Co,0.0,0.00027723233412911926,0.00027723233412911926
Global Technologies,0.0,0.00015628934854349923,0.00015628934854349923
Dynamic Corp,0.0,0.0010135689057524306,0.0010135689057524306
Dynamic Manufacturing,0.0,0.0012034787358291845,0.0012034787358291845
Prime Corp,0.0,0.0010569724677411219,0.0010569724677411219
Prime Systems,0.0,0.0002183668445501422,0.0002183668445501422
Advanced Solutions,0.0,0.0008082919358459528,0.0008082919358459528
Innovative Manufacturing,0.0,0.00022076222090453975,0.00022076222090453975
Premier Manufacturing,0.0,2.6854192770863722e-05,2.6854192770863722e-05
Dynamic Corp,0.0,1.4718228542924362e-05,1.4718228542924362e-05
Global Supply Co,0.0,0.0001588625382739286,0.0001588625382739286
Prime Technologies,0.0,8.555974164764975e-05,8.555974164764975e-05
Strategic Manufacturing,0.0,0.0037495330465087524,0.0037495330465087524
Strategic Partners,0.0,7.146585789822675e-05,7.146585789822675e-05
Premier Partners,0.0,0.0007227695814120069,0.0007227695814120069
Superior Technologies,0.0,3.610006853829206e-05,3.610006853829206e-05
Advanced Manufacturing,0.0,0.008933580113162655,0.008933580113162655
Global Corp,0.0,0.00023995386801868473,0.00023995386801868473
Prime Industries,0.0,0.0003485781438001561,0.0003485781438001561
Strategic Solutions,0.0,0.0005676096666920708,0.0005676096666920708
Innovative Partners,0.0,6.292122905271019e-05,6.292122905271019e-05
Elite Manufacturing,0.0,2.1097808716199013e-05,2.1097808716199013e-05
Dynamic Industries,0.0,4.638978540088274e-05,4.638978540088274e-05
Dynamic Solutions,0.0,4.601056244097734e-05,4.601056244097734e-05
Alpha Group,0.0,0.000134946090997013,0.000134946090997013
Alpha Supply Co,0.0,8.768779665129416e-05,8.768779665129416e-05
Elite Systems,0.0,0.0004372539350548906,0.0004372539350548906
Elite Solutions,0.0,2.3269643037779346e-05,2.3269643037779346e-05
Advanced Supply Co,0.0,1.1104066023742506e-05,1.1104066023742506e-05
Superior Industries,0.0,5.2904348088499736e-05,5.2904348088499736e-05
Prime Enterprises,0.0,6.223971241873154e-05,6.223971241873154e-05
Elite Manufacturing,0.0,2.29832976001561e-05,2.29832976001561e-05
Dynamic Partners,0.0,0.0008556168414265759,0.0008556168414265759
Alpha Supply Co,0.0,0.0007385320795386903,0.0007385320795386903
Global Technologies,0.0,0.0006677175881157461,0.0006677175881157461
Innovative Corp,0.0,0.0003878964456519797,0.0003878964456519797
Innovative Technologies,0.0,0.0004767190844290663,0.0004767190844290663
Innovative Technologies,0.0,3.6198066574577895e-06,3.6198066574577895e-06
Global Systems,0.0,0.001502496408564013,0.001502496408564013
Dynamic Technologies,0.0,0.0010690886187597888,0.0010690886187597888
Strategic Manufacturing,0.0,0.00011342761143282745,0.00011342761143282745
Prime Industries,0.0,6.119017572558303e-05,6.119017572558303e-05
Elite Manufacturing,0.0,1.0365244133272646e-05,1.0365244133272646e-05
Innovative Manufacturing,0.0,0.00210663641485865,0.00210663641485865
Strategic Corp,0.0,0.00011945872121954197,0.00011945872121954197
Innovative Enterprises,0.0,0.002164452715908156,0.002164452715908156
Premier Partners,0.0,0.00021171994692602636,0.00021171994692602636
Alpha Industries,0.0,0.0008589777970190674,0.0008589777970190674
Premier Group,0.0,0.0023178861310751944,0.0023178861310751944
Strategic Manufacturing,0.0,0.0004334184982960643,0.0004334184982960643
Prime Technologies,0.0,0.00012882184669381537,0.00012882184669381537
Advanced Partners,0.0,0.0002242938786738963,0.0002242938786738963
Innovative Industries,0.0,1.0301660646143806e-06,1.0301660646143806e-06
Global Enterprises,0.0,0.00020813984353524153,0.00020813984353524153
Strategic Enterprises,0.0,0.0005488858587102436,0.0005488858587102436
Premier Supply Co,0.0,0.0008148202491426954,0.0008148202491426954
Superior Partners,0.0,0.00027211171641807174,0.00027211171641807174
Premier Group,0.0,0.0008072516928622681,0.0008072516928622681
Premier Enterprises,0.0,0.0007996116896704838,0.0007996116896704838
Strategic Supply Co,0.0,0.00013565814493576983,0.00013565814493576983
Superior Solutions,0.0,0.0021842921445203393,0.0021842921445203393
Strategic Partners,0.0,0.00047573259638514123,0.00047573259638514123
Strategic Manufacturing,0.0,0.0005380357341444178,0.0005380357341444178
Prime Manufacturing,0.0,0.0005606750347036896,0.0005606750347036896
Elite Solutions,0.0,0.0007442960243320068,0.0007442960243320068
Global Corp,0.0,1.2548807846986686e-05,1.2548807846986686e-05
Strategic Systems,0.0,6.464693610378592e-05,6.464693610378592e-05
Superior Industries,0.0,0.0004974651599508828,0.0004974651599508828
Strategic Enterprises,0.0,0.00027723867160354173,0.00027723867160354173
Premier Manufacturing,0.0,9.76120438467395e-05,9.76120438467395e-05
Elite Solutions,0.0,0.0010791730872784578,0.0010791730872784578
Advanced Systems,0.0,0.0006625871439030355,0.0006625871439030355
Superior Industries,0.0,0.0013562322635886142,0.0013562322635886142
Alpha Technologies,0.0,0.0001038673585016913,0.0001038673585016913
Alpha Manufacturing,0.0,0.00017212534971552436,0.00017212534971552436
Alpha Enterprises,0.0,0.0001612220295111411,0.0001612220295111411
Strategic Manufacturing,0.0,5.970613139327018e-05,5.970613139327018e-05
Advanced Technologies,0.0,0.00021245761687732915,0.00021245761687732915
Prime Partners,0.0,0.0001526219748126505,0.0001526219748126505
Global Systems,0.0,0.0009059525832135921,0.0009059525832135921
Premier Partners,0.0,0.0010491254031168983,0.0010491254031168983
Global Corp,0.0,0.00041020548758232144,0.00041020548758232144
Dynamic Manufacturing,0.0,0.002616663873673623,0.002616663873673623
Premier Technologies,0.0,0.00017338821634956957,0.00017338821634956957
Premier Solutions,0.0,0.0008083035702351659,0.0008083035702351659
Strategic Technologies,0.0,4.3019548707315074e-05,4.3019548707315074e-05
Innovative Technologies,0.0,0.0017460205804080316,0.0017460205804080316
Global Systems,0.0,0.0011929634740053487,0.0011929634740053487
Strategic Supply Co,0.0,0.0008544084157888866,0.0008544084157888866
Advanced Supply Co,0.0,5.8376733807899374e-06,5.8376733807899374e-06
Elite Corp,0.0,0.0015173300990544603,0.0015173300990544603
Advanced Partners,0.0,8.667777683912324e-06,8.667777683912324e-06
Premier Supply Co,0.0,0.0010667276056365194,0.0010667276056365194
Dynamic Technologies,0.0,0.00019445028330149358,0.00019445028330149358
Strategic Systems,0.0,0.0006823208588461862,0.0006823208588461862
Dynamic Industries,0.0,0.0007695805974610127,0.0007695805974610127
Prime Partners,0.0,0.0005411060920878125,0.0005411060920878125
Dynamic Corp,0.0,0.00026253138807165514,0.00026253138807165514
Global Corp,0.0,0.0007495289401063522,0.0007495289401063522
Prime Systems,0.0,1.136384657748694e-05,1.136384657748694e-05
Dynamic Manufacturing,0.0,0.00036302935786637814,0.00036302935786637814
Innovative Technologies,0.0,0.00026255305544867625,0.00026255305544867625
Premier Industries,0.0,0.00014527286570408072,0.00014527286570408072
Elite Corp,0.0,0.004666649829850647,0.004666649829850647
Prime Group,0.0,9.123604623202519e-06,9.123604623202519e-06
Elite Supply Co,0.0,0.0003206419267646903,0.0003206419267646903
Alpha Supply Co,0.0,0.0007811974551669253,0.0007811974551669253
Prime Supply Co,0.0,0.0014072365511833423,0.0014072365511833423
Advanced Enterprises,0.0,0.0024866258572018443,0.0024866258572018443
Superior Industries,0.0,0.0025663446245112412,0.0025663446245112412
Advanced Corp,0.0,0.0018636902272310438,0.0018636902272310438
Global Manufacturing,0.0,0.0006324631478508263,0.0006324631478508263
Dynamic Systems,0.0,0.00022496335065949925,0.00022496335065949925
Dynamic Corp,0.0,0.0014035483652526058,0.0014035483652526058
Superior Partners,0.0,0.0006265986810425426,0.0006265986810425426
Prime Technologies,0.0,0.001211361344616539,0.001211361344616539
Premier Systems,0.0,2.0722773631458868e-05,2.0722773631458868e-05
Global Industries,0.0,5.577806781549921e-06,5.577806781549921e-06
Elite Corp,0.0,0.0008749672970583863,0.0008749672970583863
Premier Group,0.0,0.0008297117308849704,0.0008297117308849704
Strategic Corp,0.0,3.477432295724168e-05,3.477432295724168e-05
Elite Corp,0.0,0.0010525306102449467,0.0010525306102449467
Advanced Enterprises,0.0,0.0014541566066988618,0.0014541566066988618
Advanced Industries,0.0,0.0010736375163042104,0.0010736375163042104
Global Manufacturing,0.0,0.0009802334054952676,0.0009802334054952676
Innovative Solutions,0.0,0.0002335935181738015,0.0002335935181738015
Elite Industries,0.0,0.0040211185926935615,0.0040211185926935615
Global Supply Co,0.0,0.0014335692026082641,0.0014335692026082641
Alpha Solutions,0.0,1.7713070546286208e-05,1.7713070546286208e-05
Superior Industries,0.0,0.00023619178886661568,0.00023619178886661568
Strategic Solutions,0.0,0.0003502044123662079,0.0003502044123662079
Advanced Systems,0.0,0.00010174005541474427,0.00010174005541474427
Global Industries,0.0,3.902894236883008e-05,3.902894236883008e-05
Advanced Partners,0.0,0.0010276127690549393,0.0010276127690549393
Elite Partners,0.0,0.00016699505685983818,0.00016699505685983818
Elite Corp,0.0,0.0025216924613089423,0.0025216924613089423
Dynamic Solutions,0.0,0.0002784084035912975,0.0002784084035912975
Advanced Corp,0.0,0.00015891602670368174,0.00015891602670368174
Strategic Partners,0.0,1.0780915426606038e-05,1.0780915426606038e-05
Dynamic Technologies,0.0,0.00013363393993966375,0.00013363393993966375
Premier Supply Co,0.0,0.00037422692422231957,0.00037422692422231957
Alpha Group,0.0,0.004324628129766316,0.004324628129766316
Prime Partners,0.0,0.0005392023668734598,0.0005392023668734598
Advanced Industries,0.0,0.0014662779958631979,0.0014662779958631979
Alpha Solutions,0.0,0.0006665978121094495,0.0006665978121094495
Prime Group,0.0,8.23276585949703e-05,8.23276585949703e-05
Elite Systems,0.0,0.0003656831238529824,0.0003656831238529824
Premier Supply Co,0.0,3.838707767249381e-05,3.838707767249381e-05
Global Industries,0.0,0.000807234299385823,0.000807234299385823
Elite Supply Co,0.0,0.0006599472587518687,0.0006599472587518687
Superior Technologies,0.0,0.0007507516512181689,0.0007507516512181689
Alpha Corp,0.0,0.0010569058430492367,0.0010569058430492367
Superior Industries,0.0,4.673074836426225e-05,4.673074836426225e-05
Premier Technologies,0.0,0.0003813893063052217,0.0003813893063052217
Innovative Enterprises,0.0,0.00010940180794573499,0.00010940180794573499
Elite Supply Co,0.0,3.2608898548131975e-14,3.2608898548131975e-14
Elite Enterprises,0.0,2.1932124163976672e-17,2.1932124163976672e-17
Advanced Technologies,0.0,0.00023075810741456847,0.00023075810741456847
Advanced Manufacturing,0.0,0.0002985808760193872,0.0002985808760193872
Advanced Supply Co,0.0,0.0005385669536581904,0.0005385669536581904
Premier Manufacturing,0.0,0.0004746517490541599,0.0004746517490541599
Dynamic Systems,0.0,0.0010746571563388597,0.0010746571563388597
Prime Solutions,0.0,0.00010600340925272979,0.00010600340925272979
Advanced Technologies,0.0,6.604981880564741e-05,6.604981880564741e-05
Superior Industries,0.0,0.016695500789185243,0.016695500789185243
Innovative Systems,0.0,0.0014247113074667083,0.0014247113074667083
Superior Partners,0.0,0.0007446161553197367,0.0007446161553197367
Strategic Manufacturing,0.0,0.0002124330108906925,0.0002124330108906925
Elite Supply Co,0.0,0.0005478730283967099,0.0005478730283967099
Innovative Systems,0.0,0.0019403228131104784,0.0019403228131104784
Innovative Group,0.0,6.586521441035315e-05,6.586521441035315e-05
Advanced Manufacturing,0.0,0.0009793954710496616,0.0009793954710496616
Dynamic Corp,0.0,0.00019221917522659797,0.00019221917522659797
Global Manufacturing,0.0,0.00034616170786306265,0.00034616170786306265
Advanced Enterprises,0.0,0.001051276216334598,0.001051276216334598
Superior Supply Co,0.0,0.0010553118149279408,0.0010553118149279408
Advanced Industries,0.0,0.001054150770106479,0.001054150770106479
Premier Enterprises,0.0,0.00048572601877636086,0.00048572601877636086
Innovative Partners,0.0,0.001085243617783721,0.001085243617783721
Advanced Corp,0.0,0.0003155206351045806,0.0003155206351045806
Advanced Technologies,0.0,5.9817698695234177e-05,5.9817698695234177e-05
Elite Technologies,0.0,0.0009133702962598748,0.0009133702962598748
Elite Partners,0.0,0.00018639596931685305,0.00018639596931685305
Innovative Industries,0.0,0.000890550608385288,0.000890550608385288
Elite Enterprises,0.0,0.00015871372947765325,0.00015871372947765325
Superior Systems,0.0,2.4277445240992246e-05,2.4277445240992246e-05
Alpha Partners,0.0,0.00023065860105724937,0.00023065860105724937
Strategic Enterprises,0.0,0.0033136497843510924,0.0033136497843510924
Dynamic Manufacturing,0.0,0.0014680959923966338,0.0014680959923966338
Alpha Enterprises,0.0,0.0024513593009104022,0.0024513593009104022
Superior Supply Co,0.0,0.0016001402820719716,0.0016001402820719716
Strategic Corp,0.0,0.000713811032914563,0.000713811032914563
Superior Industries,0.0,0.0006573824731421485,0.0006573824731421485
Advanced Systems,0.0,1.37287922654371e-05,1.37287922654371e-05
Superior Manufacturing,0.0,0.0015688785592532126,0.0015688785592532126
Elite Corp,0.0,0.0002213222470311942,0.0002213222470311942
Global Industries,0.0,2.0897318326703464e-05,2.0897318326703464e-05
Global Industries,0.0,0.0009195447139469574,0.0009195447139469574
Superior Solutions,0.0,0.0015178204262935354,0.0015178204262935354
Premier Enterprises,0.0,0.00027081639323019716,0.00027081639323019716
Alpha Technologies,0.0,0.00047838821620922945,0.00047838821620922945
Premier Systems,0.0,0.0018488181699352218,0.0018488181699352218
Alpha Partners,0.0,2.6979548061067974e-17,2.6979548061067974e-17
Advanced Industries,0.0,0.0016401636082977093,0.0016401636082977093
Prime Manufacturing,0.0,0.0007144484408995197,0.0007144484408995197
Superior Group,0.0,6.596954951726236e-05,6.596954951726236e-05
Strategic Manufacturing,0.0,3.19587457125187e-05,3.19587457125187e-05
Superior Supply Co,0.0,6.8497116448829846e-06,6.8497116448829846e-06
Strategic Supply Co,0.0,9.383467512332502e-06,9.383467512332502e-06
Dynamic Supply Co,0.0,5.3470164734484085e-05,5.3470164734484085e-05
Prime Solutions,0.0,3.270803801558465e-05,3.270803801558465e-05
Global Enterprises,0.0,0.0005252646862735147,0.0005252646862735147
Advanced Enterprises,0.0,0.00018502127475384855,0.00018502127475384855
Superior Technologies,0.0,0.001070173984824664,0.001070173984824664
Innovative Manufacturing,0.0,0.0036225895724551387,0.0036225895724551387
Superior Solutions,0.0,4.8755629997172936e-05,4.8755629997172936e-05
Global Corp,0.0,0.0025219887174001954,0.0025219887174001954
Prime Systems,0.0,0.0011982153597973914,0.0011982153597973914
Premier Manufacturing,0.0,3.399870815570738e-05,3.399870815570738e-05
Innovative Corp,0.0,0.0007980180739942228,0.0007980180739942228
Strategic Enterprises,0.0,0.0003674476508156853,0.0003674476508156853
Superior Industries,0.0,0.0005830917143935322,0.0005830917143935322
Alpha Manufacturing,0.0,1.3230772420810663e-05,1.3230772420810663e-05
Prime Supply Co,0.0,0.0012459851966324044,0.0012459851966324044
Alpha Manufacturing,0.0,0.0014234610714318559,0.0014234610714318559
Superior Supply Co,0.0,0.0004620095067322176,0.0004620095067322176
Premier Supply Co,0.0,4.776946278756283e-05,4.776946278756283e-05
Global Enterprises,0.0,0.0011436032401291266,0.0011436032401291266
Strategic Manufacturing,0.0,0.00022999709516014237,0.00022999709516014237
Alpha Enterprises,0.0,0.0001586716217175535,0.0001586716217175535
Alpha Technologies,0.0,1.291998442288809e-06,1.291998442288809e-06
Strategic Technologies,0.0,8.216494035541178e-05,8.216494035541178e-05
Global Solutions,0.0,0.00011267994046843952,0.00011267994046843952
Alpha Solutions,0.0,0.0030509652024325287,0.0030509652024325287
Premier Technologies,0.0,0.000555716880959317,0.000555716880959317
Dynamic Partners,0.0,1.6531369190413837e-05,1.6531369190413837e-05
Global Technologies,0.0,0.0017472760132062357,0.0017472760132062357
Innovative Industries,0.0,0.00459537353082059,0.00459537353082059
Innovative Technologies,0.0,0.0002616005538297493,0.0002616005538297493
Dynamic Enterprises,0.0,0.000256011324750768,0.000256011324750768
Dynamic Solutions,0.0,0.0001953468537938811,0.0001953468537938811
Elite Group,0.0,0.00046984701843336753,0.00046984701843336753
Elite Systems,0.0,0.0001604411102278723,0.0001604411102278723
Alpha Industries,0.0,1.3442917333267405e-05,1.3442917333267405e-05
Advanced Systems,0.0,0.0001081391103773542,0.0001081391103773542
Advanced Technologies,0.0,0.0022703050227405597,0.0022703050227405597
Premier Solutions,0.0,0.00013132565001475625,0.00013132565001475625
Prime Technologies,0.0,2.1814166330750725e-05,2.1814166330750725e-05
Global Manufacturing,0.0,7.911136440609346e-05,7.911136440609346e-05
Innovative Partners,0.0,3.885984510511424e-05,3.885984510511424e-05
Prime Enterprises,0.0,0.0014017959692584738,0.0014017959692584738
Strategic Solutions,0.0,3.954138571996052e-05,3.954138571996052e-05
Superior Partners,0.0,0.0003515744323632864,0.0003515744323632864
Global Technologies,0.0,0.0007613672023956968,0.0007613672023956968
Innovative Partners,0.0,8.124009139481873e-06,8.124009139481873e-06
Innovative Technologies,0.0,0.0007092459768716861,0.0007092459768716861
Alpha Industries,0.0,0.0005015611311374856,0.0005015611311374856
Superior Industries,0.0,4.3212845887806434e-05,4.3212845887806434e-05
Elite Technologies,0.0,6.920909822600953e-06,6.920909822600953e-06
Superior Supply Co,0.0,0.0015710292922256057,0.0015710292922256057
Dynamic Corp,0.0,0.0004711412595740049,0.0004711412595740049
Alpha Systems,0.0,0.001536737880865689,0.001536737880865689
Dynamic Enterprises,0.0,0.0003648392339805427,0.0003648392339805427
Elite Manufacturing,0.0,0.00015777065093301154,0.00015777065093301154
Advanced Supply Co,0.0,4.243473795693179e-05,4.243473795693179e-05
Elite Systems,0.0,5.449905066012537e-06,5.449905066012537e-06
Strategic Solutions,0.0,0.0010655368549029507,0.0010655368549029507
Strategic Partners,0.0,4.61455046349847e-05,4.61455046349847e-05
Innovative Group,0.0,0.00014456606677375062,0.00014456606677375062
Alpha Industries,0.0,0.0005097094171044015,0.0005097094171044015
Alpha Industries,0.0,7.689692004251359e-05,7.689692004251359e-05
Alpha Technologies,0.0,1.228597910433678e-05,1.228597910433678e-05
Strategic Industries,0.0,0.00023143845011576106,0.00023143845011576106
Alpha Supply Co,0.0,0.00012918168351075285,0.00012918168351075285
Superior Enterprises,0.0,3.0658924774152916e-05,3.0658924774152916e-05
Elite Technologies,0.0,0.0008389270053455135,0.0008389270053455135
Advanced Systems,0.0,0.00024301980187522412,0.00024301980187522412
Prime Systems,0.0,0.0009394945921290263,0.0009394945921290263
Innovative Supply Co,0.0,0.0002720939989832479,0.0002720939989832479
Dynamic Group,0.0,0.00040459631128127063,0.00040459631128127063
Innovative Enterprises,0.0,0.0003388011255210383,0.0003388011255210383
Strategic Partners,0.0,0.0017901389679228017,0.0017901389679228017
Prime Manufacturing,0.0,0.00019306564488334537,0.00019306564488334537
Prime Corp,0.0,0.0003950624248968292,0.0003950624248968292
Global Supply Co,0.0,0.00022141774652219818,0.00022141774652219818
Premier Partners,0.0,0.00031675322037921544,0.00031675322037921544
Superior Group,0.0,5.791249544018122e-05,5.791249544018122e-05
Superior Systems,0.0,0.0010590237141015987,0.0010590237141015987
Prime Partners,0.0,0.00015817672463140135,0.00015817672463140135
Innovative Partners,0.0,0.0007126824630920258,0.0007126824630920258
Global Supply Co,0.0,0.0012871229409558798,0.0012871229409558798
Elite Technologies,0.0,0.000721384713439181,0.000721384713439181
Superior Corp,0.0,0.0013692735891291075,0.0013692735891291075
Elite Corp,0.0,8.57452601352166e-05,8.57452601352166e-05
Strategic Enterprises,0.0,3.856382022626435e-05,3.856382022626435e-05
Innovative Technologies,0.0,0.0019872632650268737,0.0019872632650268737
Advanced Group,0.0,8.007956107531201e-05,8.007956107531201e-05
Innovative Systems,0.0,0.0022355134243600455,0.0022355134243600455
Strategic Corp,0.0,0.001636691233002178,0.001636691233002178
Strategic Partners,0.0,0.0001471627174302988,0.0001471627174302988
Elite Enterprises,0.0,9.970952351042585e-05,9.970952351042585e-05
Elite Industries,0.0,0.0011663443921558067,0.0011663443921558067
Premier Group,0.0,0.00038332286563375284,0.00038332286563375284
Global Group,0.0,2.3160335164762187e-05,2.3160335164762187e-05
Strategic Manufacturing,0.0,0.0005160408513660636,0.0005160408513660636
Superior Supply Co,0.0,0.0012626164224232943,0.0012626164224232943
Innovative Enterprises,0.0,4.502801298511248e-05,4.502801298511248e-05
Global Group,0.0,0.015300801328780318,0.015300801328780318
Premier Systems,0.0,0.00041011653311033087,0.00041011653311033087
Premier Solutions,0.0,0.0003336693847056601,0.0003336693847056601
Strategic Systems,0.0,0.0004020914035694369,0.0004020914035694369
Prime Corp,0.0,0.0003688574051500686,0.0003688574051500686
Global Manufacturing,0.0,6.489725015091082e-05,6.489725015091082e-05
Global Solutions,0.0,0.0006527763004779293,0.0006527763004779293
Advanced Technologies,0.0,2.7506375602289516e-17,2.7506375602289516e-17
Alpha Systems,0.0,0.0006277208758255061,0.0006277208758255061
Advanced Enterprises,0.0,0.00010726896086000242,0.00010726896086000242
Dynamic Industries,0.0,0.00016263892936775633,0.00016263892936775633
Innovative Corp,0.0,0.0002468325369452658,0.0002468325369452658
Elite Industries,0.0,0.00039834744406435187,0.00039834744406435187
Alpha Supply Co,0.0,0.0004966030192394121,0.0004966030192394121
Advanced Supply Co,0.0,2.1005856961443156e-05,2.1005856961443156e-05
Alpha Supply Co,0.0,0.00032286353508527053,0.00032286353508527053
Strategic Manufacturing,0.0,0.00013943499341437135,0.00013943499341437135
Advanced Group,0.0,0.0008047235232436855,0.0008047235232436855
Alpha Industries,0.0,0.0010553585922098909,0.0010553585922098909
Dynamic Technologies,0.0,3.9424305692501505e-05,3.9424305692501505e-05
Alpha Enterprises,0.0,2.625427762571527e-17,2.625427762571527e-17
Elite Enterprises,0.0,3.728545472710924e-05,3.728545472710924e-05
Elite Corp,0.0,2.6255156546105592e-05,2.6255156546105592e-05
Advanced Corp,0.0,0.0031635561454408244,0.0031635561454408244
Elite Systems,0.0,0.0010578998702949526,0.0010578998702949526
Superior Enterprises,0.0,0.0011759702534738887,0.0011759702534738887
Strategic Partners,0.0,0.00022845569928629233,0.00022845569928629233
Global Manufacturing,0.0,0.0011112064337724544,0.0011112064337724544
Prime Technologies,0.0,6.463571173881073e-05,6.463571173881073e-05
Advanced Technologies,0.0,0.0006185641278086118,0.0006185641278086118
Prime Enterprises,0.0,0.003164228320228396,0.003164228320228396
Superior Group,0.0,6.286290490119401e-06,6.286290490119401e-06
Strategic Corp,0.0,0.0003894484823872194,0.0003894484823872194
Dynamic Manufacturing,0.0,0.001523097018199951,0.001523097018199951
Dynamic Systems,0.0,8.285143522189847e-05,8.285143522189847e-05
Global Partners,0.0,0.00012174741229875811,0.00012174741229875811
Global Solutions,0.0,0.0005962633439859097,0.0005962633439859097
Elite Systems,0.0,0.0008773563365537964,0.0008773563365537964
Prime Enterprises,0.0,0.000286432568880918,0.000286432568880918
Strategic Technologies,0.0,0.0001342814434713889,0.0001342814434713889
Advanced Supply Co,0.0,0.00015895859572897844,0.00015895859572897844
Elite Manufacturing,0.0,0.00030307977035214583,0.00030307977035214583
Innovative Solutions,0.0,0.006679235153280191,0.006679235153280191
Innovative Systems,0.0,3.390044334249196e-06,3.390044334249196e-06
Strategic Industries,0.0,1.0459716677151433e-05,1.0459716677151433e-05
Elite Systems,0.0,0.0004985320242078267,0.0004985320242078267
Elite Corp,0.0,0.00023635791707424359,0.00023635791707424359
Superior Technologies,0.0,0.00020188212555480152,0.00020188212555480152
Innovative Solutions,0.0,3.636064952176637e-05,3.636064952176637e-05
Strategic Industries,0.0,0.0005284855130340048,0.0005284855130340048
Superior Manufacturing,0.0,0.00016579701836075126,0.00016579701836075126
Innovative Technologies,0.0,0.0001827594871416831,0.0001827594871416831
Innovative Industries,0.0,0.000244845162795577,0.000244845162795577
Premier Systems,0.0,0.0007643747167953662,0.0007643747167953662
Prime Industries,0.0,0.00012439593514890812,0.00012439593514890812
Dynamic Enterprises,0.0,0.0001210410576842731,0.0001210410576842731
Alpha Supply Co,0.0,0.000336644884178557,0.000336644884178557
Dynamic Manufacturing,0.0,0.0005448766040906271,0.0005448766040906271
Global Solutions,0.0,7.63214175350817e-05,7.63214175350817e-05
Premier Manufacturing,0.0,0.00026869004355421175,0.00026869004355421175
Premier Solutions,0.0,9.580352027937783e-05,9.580352027937783e-05
Innovative Group,0.0,0.0015138972382584303,0.0015138972382584303
Strategic Technologies,0.0,0.001008466533120249,0.001008466533120249
Alpha Industries,0.0,0.0006319025014724485,0.0006319025014724485
Advanced Corp,0.0,0.00017484813399640668,0.00017484813399640668
Elite Supply Co,0.0,0.0003115049342408163,0.0003115049342408163
Premier Partners,0.0,3.209170658412115e-05,3.209170658412115e-05
Innovative Technologies,0.0,0.00020532588251883347,0.00020532588251883347
Superior Manufacturing,0.0,0.0006500644976734028,0.0006500644976734028
Premier Systems,0.0,0.00027587733993176205,0.00027587733993176205
Premier Partners,0.0,0.0003992327653271431,0.0003992327653271431
Dynamic Systems,0.0,0.0004603600709350931,0.0004603600709350931
Elite Industries,0.0,5.62685120359845e-06,5.62685120359845e-06
Innovative Technologies,0.0,1.2310818679865217e-05,1.2310818679865217e-05
Premier Enterprises,0.0,0.00033806923310372066,0.00033806923310372066
Innovative Partners,0.0,0.00010750707787736294,0.00010750707787736294
Elite Solutions,0.0,0.0025374880419891505,0.0025374880419891505
Global Supply Co,0.0,0.000263619715885754,0.000263619715885754
Alpha Group,0.0,0.0010690782414427909,0.0010690782414427909
Advanced Manufacturing,0.0,1.0121236562766182e-05,1.0121236562766182e-05
Elite Systems,0.0,0.000655591486586728,0.000655591486586728
Premier Solutions,0.0,7.053921077761355e-05,7.053921077761355e-05
Innovative Partners,0.0,0.000501375698989558,0.000501375698989558
Innovative Partners,0.0,0.019666305380010272,0.019666305380010272
Strategic Corp,0.0,4.1816337415099754e-07,4.1816337415099754e-07
Advanced Technologies,0.0,0.00011440731562501193,0.00011440731562501193
Premier Partners,0.0,7.425828124250745e-06,7.425828124250745e-06
Advanced Solutions,0.0,0.00013284468212406726,0.00013284468212406726
Prime Enterprises,0.0,0.0003955532199300694,0.0003955532199300694
